algorithm,dataset,target_size,scaler_y,mode,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn_r,lucas,8,robust,dyn,0.83,1.1699999570846558,2.4200000762939453,0.8299999833106995,0.85,1.149999976158142,2.5799999237060547,0.8799999952316284,0,675|855|1393|2024|2347|2787|3464|3610
bsdrcnn_r,lucas,8,robust,semi,0.75,1.409999966621399,2.009999990463257,0.6899999976158142,0.77,1.409999966621399,2.0999999046325684,0.7200000286102295,0,554|861|1395|1879|2325|2806|3171|3624
bsdrcnn_r,lucas,16,robust,dyn,0.89,0.9599999785423279,3.0399999618530273,1.0499999523162842,0.9,0.9100000262260437,3.2300000190734863,1.090000033378601,0,392|532|674|911|1175|1398|1822|2027|2137|2250|2624|2923|3475|3478|3665|4002
bsdrcnn_r,lucas,16,robust,semi,0.88,1.0199999809265137,2.880000114440918,0.9900000095367432,0.89,0.9900000095367432,2.9700000286102295,1.0,0,284|516|749|985|1236|1466|1718|1986|2194|2439|2660|2948|3192|3416|3683|3880
bsdrcnn_r,lucas,32,robust,dyn,0.89,0.9700000286102295,3.009999990463257,1.0199999809265137,0.92,0.8399999737739563,3.5,1.2000000476837158,0,372|410|512|544|610|703|714|981|1006|1227|1318|1464|1618|1760|1926|2144|2185|2451|2515|2556|2623|2657|2956|2964|3464|3474|3609|3610|3611|3613|3614|4185
bsdrcnn_r,lucas,32,robust,semi,0.89,0.9700000286102295,2.990000009536743,1.0099999904632568,0.92,0.8299999833106995,3.5299999713897705,1.2100000381469727,0,68|234|369|519|643|746|861|991|1121|1247|1374|1505|1646|1761|1894|2024|2157|2261|2374|2478|2654|2759|2923|3044|3162|3260|3466|3499|3658|3752|3918|4038
bsdrcnn_r,lucas,64,robust,dyn,0.9,0.8999999761581421,3.2300000190734863,1.1200000047683716,0.92,0.8299999833106995,3.5399999618530273,1.2000000476837158,0,74|261|359|363|387|464|555|593|644|678|695|738|828|844|896|952|976|997|1146|1178|1187|1306|1343|1470|1564|1575|1759|1798|1860|1936|2017|2031|2130|2266|2271|2274|2440|2444|2613|2616|2618|2663|2773|2777|2978|2984|3043|3047|3118|3483|3488|3500|3501|3565|3566|3665|3674|3675|3949|3953|3967|4030|4036
bsdrcnn_r,lucas,64,robust,semi,0.89,0.9399999976158142,3.0799999237060547,1.0700000524520874,0.9,0.9300000071525574,3.180000066757202,1.0800000429153442,0,93|106|184|253|325|377|440|517|571|637|687|771|830|896|934|1030|1090|1155|1229|1286|1361|1416|1477|1555|1596|1665|1735|1809|1863|1941|2019|2056|2133|2198|2212|2236|2345|2416|2458|2513|2625|2689|2717|2834|2917|2959|3009|3056|3124|3179|3472|3473|3478|3486|3517|3553|3632|3677|3726|3815|3907|3977|4003|4101
bsdrcnn_r,lucas,128,robust,dyn,0.92,0.8600000143051147,3.5199999809265137,1.1799999475479126,0.92,0.800000011920929,3.640000104904175,1.25,0,19|191|213|218|265|286|323|325|354|360|361|386|406|407|530|561|579|678|679|702|727|732|735|813|814|820|827|925|932|983|1040|1057|1100|1111|1145|1281|1296|1304|1323|1352|1382|1394|1395|1446|1448|1486|1596|1598|1657|1661|1699|1769|1810|1920|1998|2002|2029|2043|2054|2174|2175|2176|2208|2224|2263|2342|2344|2348|2406|2407|2438|2445|2538|2548|2652|2655|2658|2659|2661|2662|2772|2922|2970|2978|2984|2994|3041|3076|3082|3151|3188|3189|3198|3476|3488|3492|3493|3501|3504|3508|3510|3516|3547|3549|3690|3692|3693|3694|3695|3696|3700|3715|3911|3923|3942|3944|4067|4107|4125|4175
bsdrcnn_r,lucas,128,robust,semi,0.91,0.8999999761581421,3.390000104904175,1.1399999856948853,0.92,0.8399999737739563,3.440000057220459,1.1799999475479126,0,21|44|54|75|90|209|222|249|299|341|375|377|432|477|511|546|581|582|631|672|721|747|777|804|844|901|912|976|983|1012|1050|1057|1129|1148|1165|1199|1246|1297|1298|1336|1361|1411|1448|1449|1465|1522|1580|1613|1651|1666|1701|1703|1745|1748|1819|1844|1907|1909|1942|1964|2021|2024|2091|2153|2156|2223|2225|2274|2280|2309|2310|2392|2434|2436|2442|2446|2565|2648|2654|2660|2671|2693|2733|2799|2827|2882|2912|2961|2978|2995|3042|3059|3109|3145|3179|3205|3241|3313|3482|3483|3485|3486|3493|3500|3502|3512|3516|3550|3660|3676|3699|3722|3750|3765|3768|3789|3878|3888|3921|3935|3949|3999|4031|4056|4080
bsdrcnn_r,lucas,256,robust,dyn,0.9,0.9300000071525574,3.190000057220459,1.0399999618530273,0.92,0.8399999737739563,3.490000009536743,1.2100000381469727,0,2|41|47|54|60|68|76|84|87|180|200|233|256|260|277|289|304|320|322|342|354|375|393|400|404|405|467|471|478|502|512|515|535|552|574|585|598|619|625|647|662|675|681|696|698|733|763|777|784|796|802|807|826|831|840|890|893|906|928|943|952|971|999|1012|1029|1033|1060|1069|1114|1118|1132|1147|1159|1165|1190|1193|1204|1209|1270|1271|1310|1312|1349|1352|1354|1357|1375|1424|1448|1449|1502|1507|1574|1577|1609|1642|1647|1664|1666|1676|1682|1691|1693|1696|1729|1733|1760|1768|1779|1813|1819|1828|1941|1948|1951|1965|1987|1995|1996|1997|2025|2029|2039|2081|2136|2140|2144|2145|2146|2167|2168|2223|2257|2265|2311|2356|2359|2365|2371|2375|2377|2382|2410|2413|2419|2423|2425|2458|2465|2468|2478|2640|2645|2646|2647|2650|2656|2657|2658|2747|2795|2821|2833|2881|2903|2917|2924|2925|2966|2975|2992|2993|3040|3051|3052|3054|3056|3058|3074|3100|3141|3145|3150|3191|3252|3480|3484|3485|3487|3488|3489|3495|3497|3498|3499|3506|3508|3512|3517|3520|3528|3531|3533|3537|3541|3543|3553|3556|3648|3655|3662|3668|3673|3674|3676|3679|3684|3687|3690|3692|3943|3946|3947|3950|3954|3957|3985|3988|3998|4011|4046|4052|4074|4097|4116|4121|4125|4133
bsdrcnn_r,lucas,256,robust,semi,0.9,0.9599999785423279,3.0999999046325684,1.0099999904632568,0.91,0.8700000047683716,3.369999885559082,1.1699999570846558,0,22|42|50|56|57|94|128|132|133|134|198|225|230|231|264|290|293|336|339|351|353|384|396|401|402|418|467|470|498|500|504|540|566|567|572|603|624|627|646|671|677|719|734|739|769|786|789|806|807|832|879|883|887|891|907|927|933|950|952|978|980|984|1015|1030|1031|1096|1103|1131|1167|1173|1190|1205|1211|1221|1256|1260|1288|1302|1337|1338|1342|1363|1395|1422|1423|1430|1445|1446|1465|1474|1508|1518|1552|1563|1580|1614|1617|1669|1714|1721|1722|1723|1726|1750|1751|1788|1789|1802|1808|1830|1865|1866|1876|1890|1916|1935|1945|1948|1953|2003|2006|2014|2031|2080|2110|2111|2112|2172|2175|2185|2193|2217|2218|2238|2257|2272|2305|2327|2333|2346|2350|2355|2375|2390|2404|2409|2438|2454|2455|2484|2524|2546|2550|2593|2599|2605|2654|2655|2686|2694|2752|2753|2756|2786|2794|2805|2806|2808|2818|2858|2870|2921|2922|2931|2950|2960|2975|2994|3006|3033|3054|3057|3069|3088|3093|3140|3166|3167|3170|3199|3464|3465|3467|3470|3471|3472|3474|3477|3480|3484|3486|3491|3493|3495|3498|3502|3512|3519|3525|3533|3540|3556|3657|3660|3668|3683|3690|3716|3718|3726|3747|3763|3764|3766|3771|3774|3893|3905|3906|3910|3918|3924|3933|3939|3992|3999|4003|4014|4046|4082|4086|4106|4127|4133|4150
